iter	Passed	Remaining
144	460440	784336
145	464244	782220
146	469212	782020
147	472809	779496
148	477770	779183
149	483483	780019
150	486787	776925
151	489318	772607
152	493453	770818
153	496594	767463
154	501064	766143
155	504177	762730
156	508753	761510
157	512582	759140
158	515248	755049
159	518628	752010
160	521805	748677
161	525091	745499
162	528319	742240
163	531315	738657
164	534925	735928
165	537302	731508
166	541255	729236
167	544375	725833
168	548718	724049
169	551627	720360
170	555614	718074
171	559256	715328
172	562465	712022
173	566853	710196
174	571042	708092
175	573799	704208
176	576907	700763
177	580965	698464
178	584401	695405
179	587513	691959
180	590758	688674
181	594486	685945
182	598226	683219
183	601871	680376
184	604994	676939
185	608205	673603
186	612000	670909
187	615385	667759
188	618690	664519
189	622311	661615
190	625255	657991
191	628381	654563
192	630774	650384
193	634432	647513
194	637469	644007
195	641608	641608
196	645173	638623
197	648311	635214
198	652180	632516
199	655111	628906
200	658622	625855
201	661739	622427
202	665793	619876
203	670019	617468
204	673733	614576
205	677634	611844
206	680628	608291
207	683805	604905
208	687174	601688
209	689895	597909
210	693469	594872
211	697349	592089
212	701374	589418
213	705238	586600
214	708563	583328
215	712148	580269
216	715958	577385
217	719835	574547
218	723776	571750
219	726833	568251
220	730085	564907
221	733290	561528
222	736891	558451
223	740285	555214
224	743874	552120
225	747537	549076
226	750206	545304
227	752792	541482
228	756515	538480
229	760054	535342
230	763607	532211
231	766429	528572
232	769195	524901
233	771513	520936
234	774961	517740
235	778955	514902
236	782096	511497
237	785880	508510
238	789263	505260
239	792590	501974
240	795675	498534
241	799631	495639
242	803194	492493
243	808996	490702
244	813790	488274
245	816970	484868
246	820015	481385
247	823426	478118
248	827877	475447
249	831417	472245
250	835258	469208
251	837646	465359
252	841762	462470
253	844840	459007
254	847830	455501
255	850897	452039
256	853638	448409
257	856485	444841
258	859986	441614
259	863855	438572
260	868017	435671
261	870693	432023
262	874130	428755
263	878216	425802
264	880978	422204
265	884221	418841
266	887281	415393
267	891379	412429
268	895548	409488
269	899192	406301
270	902515	402968
271	906375	399871
272	909473	396436
273	913699	393490
274	916945	390118
275	921366	387241
276	924138	383667
277	928720	380842
278	932859	377824
279	937431	374972
280	942399	372264
281	946834	369332
282	950211	365982
283	955722	363443
284	959635	360284
285	963202	356991
286	967579	353992
287	971899	350963
288	977020	348211
289	981355	345166
290	985310	341980
291	987814	338292
292	990775	334767
293	993799	331266
294	996734	327739
295	999733	324237
296	1004086	321172
297	1008483	318112
298	1011790	314703
299	1016215	311639
300	1018755	307995
301	1022271	304650
302	1025193	301129
303	1029191	297923
304	1033294	294743
305	1036906	291418
306	1040749	288155
307	1045022	285006
308	1049644	281943
309	1052980	278530
310	1056958	275285
311	1060261	271862
312	1063296	268372
313	1066596	264950
314	1070617	261706
315	1074615	258451
316	1078401	255142
317	1081722	251721
318	1084880	248264
319	1088350	244878
320	1092268	241592
321	1094905	238022
322	1098485	234661
323	1102584	231406
324	1107058	228224
325	1110645	224854
326	1114561	221548
327	1119085	218358
328	1122375	214922
329	1126108	211571
330	1130567	208352
331	1134194	204974
332	1137093	201467
333	1141417	198210
334	1146129	195013
335	1149738	191623
336	1153636	188278
337	1157881	184987
338	1161504	181592
339	1165691	178282
340	1170217	175017
341	1173733	171598
342	1177166	168166
343	1180012	164652
344	1183031	161166
345	1186033	157680
346	1189930	154313
347	1193575	150911
348	1196685	147442
349	1199950	143994
350	1203958	140633
351	1208146	137289
352	1211270	133823
353	1214848	130407
354	1218711	127020
355	1221867	123559
356	1225365	120133
357	1228756	116697
358	1231505	113202
359	1234736	109754
360	1237427	106261
361	1240091	102770
362	1243668	99356
363	1247009	95923
364	1249674	92441
365	1252763	88994
366	1256367	85583
367	1260976	82237
368	1265306	78867
369	1268996	75453
370	1273086	72061
371	1277005	68656
372	1279489	65175
373	1282709	61734
374	1286758	58333
375	1290785	54927
376	1294569	51508
377	1298045	48075
378	1301970	44658
379	1305581	41228
380	1309503	37807
381	1312789	34366
382	1315615	30915
383	1319726	27494
384	1322337	24042
385	1324758	20592
386	1327962	17157
387	1330888	13720
388	1334301	10290
389	1337228	6857
390	1340778	3429
391	1344772	0
