iter	MultiClassOneVsAll
243	0.4551109886
244	0.4550379932
245	0.4549418874
246	0.4546251939
247	0.4545339681
248	0.4544741363
249	0.4543765971
250	0.4542847968
251	0.4542008477
252	0.4540611862
253	0.4539628563
254	0.4538548476
255	0.4537753712
256	0.4537041928
257	0.4535733797
258	0.4535043406
259	0.453421657
260	0.4533374886
261	0.4532696974
262	0.4531973725
263	0.4530963277
264	0.4529141948
265	0.4528404731
266	0.4527322621
267	0.4526382966
268	0.4525407336
269	0.4524805042
270	0.4524306032
271	0.4523536381
272	0.452287834
273	0.4522210185
274	0.4521444831
275	0.4519775608
276	0.4518747913
277	0.4517828864
278	0.4516916841
279	0.4516149481
280	0.4515527712
281	0.4514857845
282	0.4513883758
283	0.451306377
284	0.4512092494
285	0.4511431615
286	0.4510816155
287	0.4510134537
288	0.4509434106
289	0.4506916332
290	0.4506111477
291	0.4505504508
292	0.4504639261
293	0.4503195526
294	0.450270733
295	0.4502115855
296	0.4501275859
297	0.4500464828
298	0.4498091068
299	0.4497088316
300	0.4496252399
301	0.4495599958
302	0.4495018415
303	0.4494305029
304	0.4493599958
305	0.449277433
306	0.4491635198
307	0.4490954532
308	0.4488762776
309	0.4487919227
310	0.448743764
311	0.4486465232
312	0.4485738711
313	0.4485179414
314	0.448467895
315	0.4482560444
316	0.4481858172
317	0.4481367491
318	0.4480746805
319	0.4480257723
320	0.4479179486
321	0.4478710726
322	0.4477946835
323	0.4477090437
324	0.4476582283
325	0.447566712
326	0.4474978982
327	0.4474344246
328	0.4472241841
329	0.4471640765
330	0.4470987484
331	0.4468991649
332	0.4467542116
333	0.4467043631
334	0.4466276894
335	0.4465696154
336	0.4465217447
337	0.4463454106
338	0.4462980351
339	0.4462603638
340	0.4462223076
341	0.446157155
342	0.446110891
343	0.446047511
344	0.4460077026
345	0.4458764038
346	0.4458111431
347	0.4457430966
348	0.4456192643
349	0.4455637491
350	0.4454983704
351	0.4454018371
352	0.4453567936
353	0.44524317
354	0.445164498
355	0.4451125592
356	0.4450514982
357	0.4449535539
358	0.4449086277
359	0.4448646811
360	0.4447890808
361	0.4447390216
362	0.444697362
363	0.4446545875
364	0.4444806903
365	0.4444238628
366	0.4443285467
367	0.444288438
368	0.4442285406
369	0.4441922855
370	0.4441239643
371	0.4440885254
372	0.4440367524
373	0.4439275858
374	0.4438854138
375	0.4438468022
376	0.4436895283
377	0.4436527567
378	0.4435961685
379	0.4435547762
380	0.4435038018
381	0.4434686332
382	0.4434147638
383	0.4433818047
384	0.4433416203
385	0.4432882156
386	0.4432468909
387	0.4432171873
388	0.4431798992
389	0.4431095693
390	0.4430106269
391	0.4429726416
392	0.4429317056
393	0.4428975826
394	0.4428457444
395	0.4427944802
396	0.4427579027
397	0.442728946
398	0.4426778841
399	0.4426227922
400	0.4425715563
401	0.4425356837
402	0.4424871076
403	0.4423958641
404	0.4423465932
405	0.4423042439
406	0.4422230285
407	0.442177386
408	0.4421508187
409	0.4421159422
410	0.4420558401
411	0.4420110334
412	0.4419502567
413	0.4419174798
414	0.4418836363
415	0.4417783973
416	0.4417371403
417	0.4416974402
418	0.4416624496
419	0.4416287157
420	0.4415850223
421	0.4415243143
422	0.4414774518
423	0.4414514284
424	0.4414268715
425	0.4413927269
426	0.4413563929
427	0.4413179806
428	0.4412951318
429	0.4412519028
430	0.4411856471
431	0.441144026
432	0.4411008428
433	0.4410214543
434	0.4409880238
435	0.440969173
436	0.4409366824
437	0.4409035079
438	0.4408212866
439	0.4407661451
440	0.4407399461
441	0.4406975313
442	0.4406703307
443	0.4406341452
444	0.4406023072
445	0.4405379418
446	0.4404745747
447	0.4404414651
448	0.4403953895
449	0.4403350761
450	0.4403065348
451	0.4402824016
452	0.440241214
453	0.4402161632
454	0.4401657432
455	0.4401074173
456	0.4400754883
457	0.4400484274
458	0.4400187337
459	0.4400064059
460	0.4399697174
461	0.439936414
462	0.4399068216
463	0.4398201503
464	0.4397919522
465	0.4397360739
466	0.4397072942
467	0.4396785162
468	0.4396432164
469	0.4396191798
470	0.4395878821
471	0.4395533812
472	0.4395071352
473	0.4394614499
474	0.4394120846
475	0.4393766666
476	0.4393466754
477	0.4393117608
478	0.4392857349
479	0.43926385
480	0.4392532323
481	0.4392183834
482	0.439190592
483	0.4391557711
484	0.4391287887
485	0.4390944831
486	0.4390538361
487	0.4390378799
488	0.4390077418
489	0.4389782939
490	0.4388978167
491	0.4388322713
492	0.4388028955
493	0.4387833614
494	0.4387615624
495	0.4387133045
496	0.4386907726
497	0.4386461287
498	0.4386167453
499	0.4386099738
