iter	Passed	Remaining
387	96414	27831
388	96639	27575
389	96902	27331
390	97122	27074
391	97357	26822
392	97574	26566
393	97821	26317
394	98143	26088
395	98538	25878
396	98930	25667
397	99308	25450
398	99757	25251
399	100136	25034
400	100515	24815
401	100793	24571
402	101081	24329
403	101369	24087
404	101626	23838
405	101840	23578
406	102088	23327
407	102348	23078
408	102595	22826
409	102832	22573
410	103044	22313
411	103261	22055
412	103504	21803
413	103759	21553
414	104176	21337
415	104387	21078
416	104643	20828
417	104895	20577
418	105141	20325
419	105395	20075
420	105705	19835
421	106002	19592
422	106294	19349
423	106571	19102
424	106831	18852
425	107182	18618
426	107435	18367
427	107715	18120
428	107970	17869
429	108225	17618
430	108491	17368
431	108734	17115
432	108933	16855
433	109184	16604
434	109421	16350
435	109659	16096
436	109864	15838
437	110112	15586
438	110402	15340
439	110676	15092
440	110941	14842
441	111222	14594
442	111435	14338
443	111643	14081
444	111895	13829
445	112143	13577
446	112377	13324
447	112618	13071
448	112850	12818
449	113052	12561
450	113309	12310
451	113558	12059
452	113801	11807
453	114034	11554
454	114286	11303
455	114574	11055
456	114824	10804
457	115099	10555
458	115371	10305
459	115654	10056
460	115951	9809
461	116247	9561
462	116486	9308
463	116767	9059
464	117044	8809
465	117341	8561
466	117632	8312
467	117905	8061
468	118145	7809
469	118392	7556
470	118627	7304
471	118884	7052
472	119123	6799
473	119381	6548
474	119628	6296
475	119921	6046
476	120167	5794
477	120427	5542
478	120680	5290
479	120937	5039
480	121171	4786
481	121424	4534
482	121673	4282
483	121922	4030
484	122158	3778
485	122358	3524
486	122565	3271
487	122800	3019
488	123033	2767
489	123275	2515
490	123488	2263
491	123733	2011
492	123964	1760
493	124205	1508
494	124442	1256
495	124669	1005
496	124911	753
497	125150	502
498	125357	251
499	125591	0
