,ds,y,unique_id
189,2021-07-09,62,1
190,2021-07-10,81,1
191,2021-07-11,71,1
192,2021-07-12,41,1
193,2021-07-13,49,1
194,2021-07-14,55,1
195,2021-07-15,50,1
196,2021-07-16,56,1
197,2021-07-17,63,1
198,2021-07-18,77,1
199,2021-07-19,69,1
200,2021-07-20,65,1
201,2021-07-21,65,1
202,2021-07-22,60,1
203,2021-07-23,61,1
204,2021-07-24,71,1
205,2021-07-25,56,1
206,2021-07-26,52,1
207,2021-07-27,45,1
208,2021-07-28,42,1
209,2021-07-29,61,1
210,2021-07-30,67,1
211,2021-07-31,61,1
212,2021-08-01,53,1
213,2021-08-02,49,1
214,2021-08-03,50,1
215,2021-08-04,46,1
216,2021-08-05,43,1
217,2021-08-06,62,1
218,2021-08-07,45,1
219,2021-08-08,52,1
220,2021-08-09,37,1
221,2021-08-10,44,1
222,2021-08-11,42,1
223,2021-08-12,67,1
224,2021-08-13,75,1
225,2021-08-14,76,1
226,2021-08-15,62,1
227,2021-08-16,34,1
228,2021-08-17,56,1
229,2021-08-18,39,1
230,2021-08-19,55,1
231,2021-08-20,86,1
232,2021-08-21,67,1
233,2021-08-22,52,1
234,2021-08-23,44,1
235,2021-08-24,36,1
236,2021-08-25,64,1
237,2021-08-26,59,1
238,2021-08-27,79,1
239,2021-08-28,80,1
240,2021-08-29,58,1
241,2021-08-30,44,1
242,2021-08-31,58,1
243,2021-09-01,48,1
244,2021-09-02,60,1
245,2021-09-03,57,1
246,2021-09-04,70,1
247,2021-09-05,73,1
248,2021-09-06,54,1
249,2021-09-07,70,1
250,2021-09-08,72,1
251,2021-09-09,43,1
252,2021-09-10,67,1
253,2021-09-11,87,1
254,2021-09-12,65,1
255,2021-09-13,67,1
256,2021-09-14,41,1
257,2021-09-15,52,1
258,2021-09-16,43,1
259,2021-09-17,53,1
260,2021-09-18,89,1
261,2021-09-19,62,1
262,2021-09-20,28,1
263,2021-09-21,58,1
264,2021-09-22,61,1
265,2021-09-23,60,1
266,2021-09-24,48,1
267,2021-09-25,85,1
268,2021-09-26,64,1
269,2021-09-27,41,1
270,2021-09-28,44,1
271,2021-09-29,56,1
272,2021-09-30,65,1
273,2021-10-01,52,1
274,2021-10-02,69,1
275,2021-10-03,43,1
276,2021-10-04,50,1
277,2021-10-05,43,1
278,2021-10-06,50,1
279,2021-10-07,49,1
280,2021-10-08,77,1
281,2021-10-09,87,1
282,2021-10-10,62,1
283,2021-10-11,45,1
284,2021-10-12,53,1
285,2021-10-13,60,1
286,2021-10-14,60,1
287,2021-10-15,60,1
288,2021-10-16,68,1
289,2021-10-17,60,1
290,2021-10-18,51,1
291,2021-10-19,52,1
292,2021-10-20,47,1
293,2021-10-21,54,1
294,2021-10-22,80,1
295,2021-10-23,68,1
296,2021-10-24,66,1
297,2021-10-25,48,1
298,2021-10-26,40,1
299,2021-10-27,50,1
300,2021-10-28,56,1
301,2021-10-29,58,1
302,2021-10-30,35,1
303,2021-10-31,48,1
304,2021-11-01,31,1
305,2021-11-02,52,1
306,2021-11-03,42,1
307,2021-11-04,34,1
308,2021-11-05,65,1
309,2021-11-06,55,1
310,2021-11-07,49,1
311,2021-11-08,43,1
312,2021-11-09,45,1
313,2021-11-10,47,1
314,2021-11-11,37,1
315,2021-11-12,50,1
316,2021-11-13,54,1
317,2021-11-14,53,1
318,2021-11-15,43,1
319,2021-11-16,38,1
320,2021-11-17,36,1
321,2021-11-18,40,1
322,2021-11-19,51,1
323,2021-11-20,39,1
324,2021-11-21,41,1
325,2021-11-22,29,1
326,2021-11-23,49,1
327,2021-11-24,50,1
328,2021-11-25,42,1
329,2021-11-26,47,1
330,2021-11-27,54,1
331,2021-11-28,43,1
332,2021-11-29,32,1
333,2021-11-30,47,1
334,2021-12-01,41,1
335,2021-12-02,32,1
336,2021-12-03,52,1
337,2021-12-04,75,1
338,2021-12-05,44,1
339,2021-12-06,40,1
340,2021-12-07,44,1
341,2021-12-08,42,1
342,2021-12-09,66,1
343,2021-12-10,52,1
344,2021-12-11,54,1
345,2021-12-12,41,1
346,2021-12-13,51,1
347,2021-12-14,30,1
348,2021-12-15,46,1
349,2021-12-16,45,1
350,2021-12-17,56,1
351,2021-12-18,45,1
352,2021-12-19,38,1
353,2021-12-20,34,1
354,2021-12-21,52,1
355,2021-12-22,45,1
356,2021-12-23,53,1
357,2021-12-24,25,1
358,2021-12-25,52,1
359,2021-12-26,29,1
360,2021-12-27,24,1
361,2021-12-28,39,1
362,2021-12-29,22,1
363,2021-12-30,50,1
364,2021-12-31,29,1
365,2022-01-01,39,1
366,2022-01-02,35,1
367,2022-01-03,31,1
368,2022-01-04,29,1
369,2022-01-05,23,1
370,2022-01-06,42,1
371,2022-01-07,43,1
372,2022-01-08,44,1
373,2022-01-09,28,1
374,2022-01-10,40,1
375,2022-01-11,34,1
376,2022-01-12,43,1
377,2022-01-13,39,1
378,2022-01-14,48,1
379,2022-01-15,53,1
380,2022-01-16,39,1
381,2022-01-17,48,1
382,2022-01-18,37,1
383,2022-01-19,29,1
384,2022-01-20,38,1
385,2022-01-21,55,1
386,2022-01-22,58,1
387,2022-01-23,39,1
388,2022-01-24,32,1
389,2022-01-25,31,1
390,2022-01-26,41,1
391,2022-01-27,35,1
392,2022-01-28,42,1
393,2022-01-29,37,1
394,2022-01-30,39,1
395,2022-01-31,31,1
396,2022-02-01,29,1
397,2022-02-02,30,1
398,2022-02-03,40,1
399,2022-02-04,65,1
400,2022-02-05,59,1
401,2022-02-06,37,1
402,2022-02-07,36,1
403,2022-02-08,27,1
404,2022-02-09,46,1
405,2022-02-10,40,1
406,2022-02-11,52,1
407,2022-02-12,53,1
408,2022-02-13,32,1
409,2022-02-14,46,1
410,2022-02-15,29,1
411,2022-02-16,30,1
412,2022-02-17,34,1
413,2022-02-18,44,1
414,2022-02-19,56,1
415,2022-02-20,37,1
416,2022-02-21,32,1
417,2022-02-22,38,1
418,2022-02-23,61,1
419,2022-02-24,38,1
420,2022-02-25,45,1
421,2022-02-26,59,1
422,2022-02-27,46,1
423,2022-02-28,37,1
424,2022-03-01,26,1
425,2022-03-02,28,1
426,2022-03-03,38,1
427,2022-03-04,42,1
428,2022-03-05,52,1
429,2022-03-06,53,1
430,2022-03-07,30,1
431,2022-03-08,37,1
432,2022-03-09,35,1
433,2022-03-10,26,1
434,2022-03-11,50,1
435,2022-03-12,45,1
436,2022-03-13,36,1
437,2022-03-14,33,1
438,2022-03-15,36,1
439,2022-03-16,33,1
440,2022-03-17,28,1
441,2022-03-18,50,1
442,2022-03-19,64,1
443,2022-03-20,42,1
444,2022-03-21,36,1
445,2022-03-22,35,1
446,2022-03-23,37,1
447,2022-03-24,39,1
448,2022-03-25,50,1
449,2022-03-26,71,1
450,2022-03-27,59,1
451,2022-03-28,25,1
452,2022-03-29,34,1
453,2022-03-30,31,1
454,2022-03-31,31,1
455,2022-04-01,38,1
456,2022-04-02,41,1
457,2022-04-03,33,1
458,2022-04-04,37,1
459,2022-04-05,21,1
460,2022-04-06,34,1
461,2022-04-07,37,1
462,2022-04-08,39,1
463,2022-04-09,46,1
464,2022-04-10,51,1
465,2022-04-11,33,1
466,2022-04-12,48,1
467,2022-04-13,33,1
468,2022-04-14,48,1
469,2022-04-15,65,1
470,2022-04-16,74,1
471,2022-04-17,56,1
472,2022-04-18,44,1
473,2022-04-19,41,1
474,2022-04-20,44,1
475,2022-04-21,36,1
476,2022-04-22,46,1
477,2022-04-23,40,1
478,2022-04-24,33,1
479,2022-04-25,37,1
480,2022-04-26,49,1
481,2022-04-27,58,1
482,2022-04-28,62,1
483,2022-04-29,57,1
484,2022-04-30,58,1
485,2022-05-01,67,1
486,2022-05-02,42,1
487,2022-05-03,37,1
488,2022-05-04,55,1
489,2022-05-05,45,1
490,2022-05-06,53,1
491,2022-05-07,78,1
492,2022-05-08,54,1
493,2022-05-09,46,1
494,2022-05-10,51,1
495,2022-05-11,56,1
496,2022-05-12,38,1
497,2022-05-13,72,1
498,2022-05-14,77,1
499,2022-05-15,87,1
500,2022-05-16,51,1
501,2022-05-17,60,1
502,2022-05-18,50,1
503,2022-05-19,59,1
504,2022-05-20,59,1
505,2022-05-21,71,1
506,2022-05-22,68,1
507,2022-05-23,47,1
508,2022-05-24,46,1
509,2022-05-25,43,1
510,2022-05-26,49,1
511,2022-05-27,86,1
512,2022-05-28,79,1
513,2022-05-29,66,1
514,2022-05-30,52,1
515,2022-05-31,41,1
516,2022-06-01,43,1
517,2022-06-02,54,1
518,2022-06-03,63,1
519,2022-06-04,81,1
520,2022-06-05,61,1
521,2022-06-06,56,1
522,2022-06-07,55,1
523,2022-06-08,50,1
524,2022-06-09,64,1
525,2022-06-10,63,1
526,2022-06-11,77,1
527,2022-06-12,77,1
528,2022-06-13,64,1
529,2022-06-14,70,1
530,2022-06-15,54,1
531,2022-06-16,60,1
532,2022-06-17,72,1
533,2022-06-18,69,1
534,2022-06-19,61,1
535,2022-06-20,45,1
536,2022-06-21,63,1
537,2022-06-22,54,1
538,2022-06-23,46,1
539,2022-06-24,56,1
540,2022-06-25,52,1
541,2022-06-26,59,1
542,2022-06-27,52,1
543,2022-06-28,43,1
544,2022-06-29,57,1
545,2022-06-30,49,1
546,2022-07-01,66,1
547,2022-07-02,70,1
548,2022-07-03,84,1
549,2022-07-04,43,1
550,2022-07-05,65,1
551,2022-07-06,66,1
552,2022-07-07,47,1
553,2022-07-08,80,1
554,2022-07-09,77,1
555,2022-07-10,75,1
556,2022-07-11,63,1
557,2022-07-12,61,1
558,2022-07-13,55,1
559,2022-07-14,58,1
560,2022-07-15,61,1
561,2022-07-16,76,1
562,2022-07-17,65,1
563,2022-07-18,52,1
564,2022-07-19,43,1
565,2022-07-20,47,1
566,2022-07-21,54,1
567,2022-07-22,68,1
568,2022-07-23,63,1
569,2022-07-24,63,1
570,2022-07-25,42,1
571,2022-07-26,50,1
572,2022-07-27,51,1
573,2022-07-28,59,1
574,2022-07-29,59,1
575,2022-07-30,74,1
576,2022-07-31,71,1
577,2022-08-01,45,1
578,2022-08-02,61,1
579,2022-08-03,59,1
580,2022-08-04,35,1
581,2022-08-05,57,1
582,2022-08-06,76,1
583,2022-08-07,64,1
584,2022-08-08,58,1
585,2022-08-09,38,1
586,2022-08-10,56,1
587,2022-08-11,48,1
588,2022-08-12,30,1
589,2022-08-13,70,1
590,2022-08-14,73,1
591,2022-08-15,49,1
592,2022-08-16,50,1
593,2022-08-17,40,1
594,2022-08-18,40,1
595,2022-08-19,55,1
596,2022-08-20,62,1
597,2022-08-21,43,1
598,2022-08-22,46,1
599,2022-08-23,44,1
600,2022-08-24,47,1
601,2022-08-25,46,1
602,2022-08-26,67,1
603,2022-08-27,55,1
604,2022-08-28,65,1
605,2022-08-29,42,1
606,2022-08-30,39,1
607,2022-08-31,66,1
608,2022-09-01,40,1
609,2022-09-02,44,1
610,2022-09-03,53,1
611,2022-09-04,55,1
612,2022-09-05,51,1
613,2022-09-06,42,1
614,2022-09-07,40,1
615,2022-09-08,47,1
616,2022-09-09,57,1
617,2022-09-10,60,1
618,2022-09-11,81,1
619,2022-09-12,47,1
620,2022-09-13,51,1
621,2022-09-14,53,1
622,2022-09-15,54,1
623,2022-09-16,51,1
624,2022-09-17,57,1
625,2022-09-18,71,1
626,2022-09-19,61,1
627,2022-09-20,47,1
628,2022-09-21,44,1
629,2022-09-22,58,1
630,2022-09-23,57,1
631,2022-09-24,52,1
632,2022-09-25,53,1
633,2022-09-26,40,1
634,2022-09-27,51,1
635,2022-09-28,36,1
636,2022-09-29,42,1
637,2022-09-30,65,1
638,2022-10-01,53,1
639,2022-10-02,61,1
640,2022-10-03,37,1
641,2022-10-04,52,1
642,2022-10-05,64,1
643,2022-10-06,47,1
644,2022-10-07,58,1
645,2022-10-08,70,1
646,2022-10-09,46,1
647,2022-10-10,46,1
648,2022-10-11,57,1
649,2022-10-12,39,1
650,2022-10-13,37,1
651,2022-10-14,64,1
652,2022-10-15,58,1
653,2022-10-16,47,1
654,2022-10-17,36,1
655,2022-10-18,53,1
656,2022-10-19,49,1
657,2022-10-20,44,1
658,2022-10-21,44,1
659,2022-10-22,61,1
660,2022-10-23,39,1
661,2022-10-24,57,1
662,2022-10-25,51,1
663,2022-10-26,52,1
664,2022-10-27,43,1
665,2022-10-28,58,1
666,2022-10-29,66,1
667,2022-10-30,74,1
668,2022-10-31,26,1
669,2022-11-01,51,1
670,2022-11-02,47,1
671,2022-11-03,35,1
672,2022-11-04,46,1
673,2022-11-05,41,1
674,2022-11-06,32,1
675,2022-11-07,50,1
676,2022-11-08,32,1
677,2022-11-09,52,1
678,2022-11-10,57,1
679,2022-11-11,61,1
680,2022-11-12,59,1
681,2022-11-13,56,1
682,2022-11-14,43,1
683,2022-11-15,37,1
684,2022-11-16,46,1
685,2022-11-17,44,1
686,2022-11-18,55,1
687,2022-11-19,40,1
688,2022-11-20,46,1
689,2022-11-21,55,1
690,2022-11-22,30,1
691,2022-11-23,34,1
692,2022-11-24,57,1
693,2022-11-25,60,1
694,2022-11-26,46,1
695,2022-11-27,38,1
696,2022-11-28,39,1
697,2022-11-29,36,1
698,2022-11-30,30,1
699,2022-12-01,47,1
700,2022-12-02,46,1
701,2022-12-03,40,1
702,2022-12-04,48,1
703,2022-12-05,50,1
704,2022-12-06,28,1
705,2022-12-07,40,1
706,2022-12-08,35,1
707,2022-12-09,62,1
708,2022-12-10,38,1
709,2022-12-11,27,1
710,2022-12-12,46,1
711,2022-12-13,31,1
712,2022-12-14,47,1
713,2022-12-15,41,1
714,2022-12-16,49,1
715,2022-12-17,35,1
716,2022-12-18,51,1
717,2022-12-19,33,1
718,2022-12-20,36,1
719,2022-12-21,45,1
720,2022-12-22,39,1
721,2022-12-23,65,1
722,2022-12-24,40,1
723,2022-12-25,27,1
724,2022-12-26,30,1
725,2022-12-27,34,1
726,2022-12-28,26,1
727,2022-12-29,38,1
728,2022-12-30,38,1
729,2022-12-31,44,1
