iter	MultiClassOneVsAll
279	0.4521657185
280	0.4520849021
281	0.4520026519
282	0.4518932276
283	0.4518183918
284	0.4515929338
285	0.4515174689
286	0.4514250793
287	0.4513543643
288	0.4512763529
289	0.4511181875
290	0.4510372464
291	0.4509285895
292	0.4508731633
293	0.4507970375
294	0.4507308934
295	0.450675736
296	0.4504737424
297	0.4504165463
298	0.4503520025
299	0.4502946201
300	0.4502450785
301	0.4501718336
302	0.4500953613
303	0.4500426495
304	0.4499362823
305	0.4498654094
306	0.4497785544
307	0.4497278192
308	0.4496434037
309	0.4494842508
310	0.4494392548
311	0.449376954
312	0.4493029635
313	0.4492534977
314	0.4491753514
315	0.4491212359
316	0.4490107814
317	0.448958519
318	0.4489025431
319	0.4488135093
320	0.448749969
321	0.4486843428
322	0.4484965311
323	0.4484303356
324	0.4483930909
325	0.4483312757
326	0.4482829111
327	0.4482192956
328	0.4481218331
329	0.4480574255
330	0.4479886178
331	0.4479055856
332	0.4478674095
333	0.4478074415
334	0.4477599686
335	0.4476517988
336	0.4475198304
337	0.4474299239
338	0.4473043818
339	0.4472731473
340	0.4472169203
341	0.4471669066
342	0.4471093301
343	0.4470589802
344	0.4470193757
345	0.4469497738
346	0.4469134377
347	0.4468579054
348	0.4467745817
349	0.4467253143
350	0.4466807417
351	0.4466279055
352	0.4465667934
353	0.4465128538
354	0.4464527639
355	0.4463886706
356	0.4463251
357	0.4462684757
358	0.4462213183
359	0.4461729587
360	0.4461376028
361	0.4461054698
362	0.4460573641
363	0.4458753749
364	0.4457993443
365	0.4457093983
366	0.4456695768
367	0.4455581752
368	0.4455176779
369	0.4454006938
370	0.4453406651
371	0.445260716
372	0.4452091977
373	0.4451650298
374	0.4451202803
375	0.4450762897
376	0.4449992232
377	0.444887473
378	0.4448225143
379	0.4447362182
380	0.444698346
381	0.4446330179
382	0.4445800378
383	0.4445345234
384	0.4444834337
385	0.4444318384
386	0.4443978878
387	0.4443455413
388	0.4443099829
389	0.4442742058
390	0.4442276332
391	0.444149247
392	0.4441021935
393	0.4440549533
394	0.4440087585
395	0.4439711631
396	0.4439227135
397	0.4438726264
398	0.4438275495
399	0.4437316722
400	0.4436616293
401	0.4436213872
402	0.4435652675
403	0.4435371123
404	0.4435141502
405	0.4434704009
406	0.4434210241
407	0.4433857434
408	0.4433420593
409	0.4433040248
410	0.4432560931
411	0.4432189572
412	0.4431283619
413	0.4430973493
414	0.4430322083
415	0.4429868876
416	0.4429430295
417	0.4429119652
418	0.4428646506
419	0.4428277672
420	0.4427704592
421	0.4427344337
422	0.4426893708
423	0.4426566822
424	0.4426333822
425	0.442602613
426	0.4425726947
427	0.4425242988
428	0.4424849902
429	0.4424502507
430	0.4424118916
431	0.442346011
432	0.4423050889
433	0.4422786334
434	0.4422141254
435	0.4421632285
436	0.4421296584
437	0.4420985911
438	0.4420697746
439	0.4420479907
440	0.4419871568
441	0.4419217526
442	0.4418815609
443	0.4418071549
444	0.4417747805
445	0.4417367233
446	0.441706687
447	0.4416789653
448	0.4416414242
449	0.4416209785
450	0.441588512
451	0.4415590348
452	0.4415374221
453	0.441457954
454	0.4414262167
455	0.441390855
456	0.4413342921
457	0.4413007048
458	0.4412158468
459	0.4411946201
460	0.4411282731
461	0.4410897086
462	0.4410684307
463	0.4410415444
464	0.4410149594
465	0.4409698014
466	0.4409237816
467	0.4408911168
468	0.4408649739
469	0.4408393784
470	0.4407901408
471	0.4407552803
472	0.4407258645
473	0.4407060227
474	0.4406638427
475	0.4406399801
476	0.440602728
477	0.4405403056
478	0.4405087169
479	0.4404816289
480	0.4404501932
481	0.4404234531
482	0.4403923981
483	0.4403697313
484	0.4403097212
485	0.4402825289
486	0.4402722033
487	0.4402346847
488	0.4402073315
489	0.4401873996
490	0.4401696051
491	0.4401116568
492	0.4400260373
493	0.4399918484
494	0.4399580013
495	0.4399294366
496	0.439893452
497	0.4398584145
498	0.4398225535
499	0.4397888074
