,precision,recall,f1-score,support
Autres,0.7621870978004657,0.7903489435722105,0.7760126032479866,66687.0
Blessés légers,0.6720615485656651,0.6353415970020179,0.6531859113188191,45097.0
accuracy,0.7278143562584986,0.7278143562584986,0.7278143562584986,0.7278143562584986
macro avg,0.7171243231830654,0.7128452702871142,0.7145992572834028,111784.0
weighted avg,0.7258277628881186,0.7278143562584986,0.7264606519317905,111784.0
