iter	MultiClassOneVsAll
389	0.4456295839
390	0.4455925165
391	0.4455549465
392	0.4454873742
393	0.4454154931
394	0.4453486622
395	0.4453095456
396	0.4452692841
397	0.445245973
398	0.4451679491
399	0.445090096
400	0.4450522378
401	0.4449683069
402	0.4449261522
403	0.4448957919
404	0.4448671945
405	0.4448245307
406	0.4447479265
407	0.4445850896
408	0.4445154956
409	0.4443693159
410	0.4443322781
411	0.4442982217
412	0.4441565599
413	0.4441190857
414	0.4440741535
415	0.4439321446
416	0.4438977985
417	0.4438512013
418	0.4437716465
419	0.4437340601
420	0.4436625805
421	0.4435640305
422	0.4434306632
423	0.4433890084
424	0.4433474636
425	0.4433152044
426	0.4432795776
427	0.4431971629
428	0.443156142
429	0.4430966631
430	0.4430293331
431	0.4429793091
432	0.4429136394
433	0.4428809126
434	0.4428559651
435	0.4428201718
436	0.4427842144
437	0.4427537764
438	0.4426813248
439	0.442638096
440	0.4426045886
441	0.4424770149
442	0.4424441353
443	0.4424213827
444	0.4423910141
445	0.4423608228
446	0.4422832982
447	0.4422502282
448	0.4421745923
449	0.4421497648
450	0.4420900762
451	0.4420610564
452	0.4420319351
453	0.4420013557
454	0.441971501
455	0.4419183042
456	0.4418780766
457	0.4418530977
458	0.4417314758
459	0.4417057767
460	0.4416773322
461	0.441648901
462	0.4416139775
463	0.4415747537
464	0.441552083
465	0.4415260935
466	0.4415157343
467	0.4414556271
468	0.4414287668
469	0.4413945382
470	0.4413576782
471	0.4413292756
472	0.4412924983
473	0.4412620762
474	0.4412380512
475	0.4411879598
476	0.4411595831
477	0.4411338672
478	0.4411050092
479	0.4410668504
480	0.4410402681
481	0.4410136235
482	0.4409427296
483	0.4409071012
484	0.4408821983
485	0.4408346051
486	0.4408010637
487	0.4407694372
488	0.4407042889
489	0.4406846039
490	0.4405699473
491	0.4405404059
492	0.4405207165
493	0.440483734
494	0.4404351014
495	0.4403713588
496	0.4403095044
497	0.4402740865
498	0.4402549827
499	0.4402125685
