iter	MultiClassOneVsAll
280	0.430699224
281	0.43066784
282	0.4306210719
283	0.4305838484
284	0.4305407308
285	0.4305250233
286	0.4304802188
287	0.4304663961
288	0.4303229928
289	0.4302911983
290	0.4302693963
291	0.430230934
292	0.4302017188
293	0.4301547867
294	0.4301270612
295	0.4300053897
296	0.429969687
297	0.4299472045
298	0.4299194601
299	0.4298908968
300	0.4298546492
301	0.4298192351
302	0.4297475433
303	0.4297240637
304	0.4296908719
305	0.4296782452
306	0.4295327315
307	0.4294868286
308	0.4294348891
309	0.4294054777
310	0.4293875984
311	0.429372802
312	0.4293618689
313	0.4293231079
314	0.4292838191
315	0.4292557372
316	0.4292501816
317	0.4292304715
318	0.4292011912
319	0.4291929827
320	0.4291885759
321	0.4291603276
322	0.4291256443
323	0.4291052455
324	0.42907368
325	0.4290401557
326	0.4290184783
327	0.4290014426
328	0.428982814
329	0.4289604851
330	0.4289379651
331	0.4288680672
332	0.428844881
333	0.4288194515
334	0.4287817664
335	0.4287694133
336	0.4287080749
337	0.4286960903
338	0.4286893726
339	0.4286692955
340	0.4286367034
341	0.4286157393
342	0.4286052708
343	0.4285872991
344	0.4285595027
345	0.4285484668
346	0.4285469599
347	0.4284911681
348	0.428458973
349	0.4284396221
350	0.4284246501
351	0.4283724009
352	0.4283522429
353	0.4283370295
354	0.4283178341
355	0.4282542389
356	0.4282391801
357	0.4282233555
358	0.428188765
359	0.4281739026
360	0.4281390717
361	0.4281130726
362	0.4280595985
363	0.4280510091
364	0.4280359547
365	0.428024471
366	0.4280144646
367	0.4280084665
368	0.4279882222
369	0.4279814131
370	0.4279656004
371	0.4279529773
372	0.4279333076
373	0.4279241664
374	0.4279018759
375	0.4278709429
376	0.4278442907
377	0.427804288
378	0.4277682096
379	0.4277635664
380	0.4277559525
381	0.4277412197
382	0.4276217071
383	0.4276164215
384	0.4275728274
385	0.4275326108
386	0.4275169544
387	0.4274987482
388	0.427476496
389	0.4274564314
390	0.4274391128
391	0.4274200475
392	0.4274011377
393	0.4273863942
394	0.4273768979
395	0.4273632563
396	0.4273293662
397	0.4272970268
398	0.4272772413
399	0.4271961556
400	0.4271888987
401	0.4271627672
402	0.4271500495
403	0.4271406441
404	0.427128964
405	0.427082241
406	0.4270441149
407	0.4270011813
408	0.4269719347
409	0.4269520331
410	0.4269379037
411	0.4268907199
412	0.4268247936
413	0.4267852725
414	0.4267669572
415	0.4267381999
416	0.4267177542
417	0.4266964407
418	0.4266821313
419	0.4266463193
420	0.4265780343
421	0.4265186357
422	0.4264949515
423	0.4264823531
424	0.4264595335
425	0.4264458544
426	0.426421848
427	0.4264020954
428	0.4263596169
429	0.4262987033
430	0.4262573151
431	0.4262208986
432	0.4262132981
433	0.4261908905
434	0.426174646
435	0.426160865
436	0.4261159458
437	0.4261105517
438	0.4260946439
439	0.4260648419
440	0.4260424005
441	0.4260400185
442	0.4260350873
443	0.4260325168
444	0.4260236683
445	0.4259897803
446	0.4259820619
447	0.4259701513
448	0.4259602492
449	0.4259432965
450	0.4259373391
451	0.4259373133
452	0.4259215521
453	0.4259150663
454	0.4258922206
455	0.4258855978
456	0.4258765017
457	0.4258159744
458	0.4257679422
459	0.4257545282
460	0.4257351176
461	0.4257303584
462	0.4257250383
463	0.4256876737
464	0.4256758489
465	0.4256538065
466	0.4256337703
467	0.4256286069
468	0.4256254408
469	0.4256125585
470	0.425596047
471	0.4255830949
472	0.4255659219
473	0.425558114
474	0.425545643
475	0.4255254281
476	0.4255180847
477	0.4255135715
478	0.4254973091
479	0.4254725076
480	0.4254436414
481	0.4254323061
482	0.4254181866
483	0.425372859
484	0.4253676041
485	0.4253638767
486	0.4253295815
487	0.4253249469
488	0.425288585
489	0.4252590455
490	0.42524061
491	0.4252210739
492	0.4252038229
493	0.4251939606
494	0.4251724423
495	0.4251477477
496	0.4251310449
497	0.4251258241
498	0.4251110579
499	0.4250808046
