iter	Passed	Remaining
131	32005	89228
132	32275	89060
133	32570	88960
134	32842	88796
135	33094	88575
136	33351	88370
137	33557	88028
138	33844	87899
139	34092	87667
140	34330	87408
141	34577	87173
142	34796	86869
143	35024	86587
144	35236	86267
145	35468	85997
146	35719	85776
147	35951	85505
148	36189	85251
149	36429	85001
150	36650	84709
151	36872	84418
152	37072	84078
153	37316	83840
154	37514	83498
155	37715	83167
156	37957	82925
157	38195	82675
158	38436	82432
159	38668	82169
160	38910	81929
161	39142	81667
162	39382	81423
163	39613	81158
164	39860	80929
165	40060	80604
166	40285	80329
167	40520	80076
168	40758	79829
169	40995	79579
170	41198	79264
171	41440	79025
172	41680	78783
173	41896	78495
174	42142	78264
175	42385	78026
176	42625	77785
177	42847	77511
178	43072	77242
179	43306	76988
180	43567	76784
181	43797	76525
182	44035	76279
183	44277	76041
184	44510	75787
185	44751	75548
186	44984	75295
187	45228	75059
188	45465	74813
189	45704	74571
190	45936	74315
191	46177	74077
192	46412	73827
193	46624	73541
194	46824	73238
195	47068	73004
196	47311	72768
197	47514	72471
198	47705	72157
199	47950	71925
200	48185	71679
201	48415	71425
202	48629	71147
203	48826	70846
204	49054	70591
205	49289	70344
206	49490	70051
207	49736	69822
208	49968	69574
209	50216	69346
210	50458	69111
211	50689	68861
212	50917	68606
213	51151	68360
214	51382	68111
215	51653	67914
216	51896	67680
217	52135	67440
218	52379	67208
219	52595	66939
220	52828	66693
221	53076	66464
222	53292	66197
223	53493	65911
224	53731	65671
225	53958	65418
226	54186	65166
227	54425	64928
228	54643	64665
229	54883	64428
230	55130	64199
231	55365	63956
232	55590	63702
233	55825	63459
234	56064	63221
235	56291	62970
236	56524	62725
237	56759	62482
238	56981	62226
239	57206	61973
240	57434	61724
241	57663	61476
242	57918	61255
243	58117	60975
244	58356	60738
245	58598	60503
246	58810	60239
247	59056	60008
248	59256	59732
249	59471	59471
250	59711	59235
251	59948	58997
252	60164	58737
253	60396	58493
254	60604	58227
255	60841	57989
256	61079	57751
257	61279	57478
258	61481	57208
259	61712	56965
260	61939	56718
261	62176	56480
262	62402	56233
263	62610	55970
264	62826	55713
265	63062	55475
266	63299	55238
267	63532	54998
268	63769	54761
269	63965	54488
270	64206	54255
271	64437	54014
272	64671	53774
273	64872	53507
274	65086	53252
275	65335	53025
276	65538	52762
277	65784	52532
278	66009	52286
279	66251	52054
280	66481	51813
281	66725	51582
282	66950	51336
283	67159	51079
284	67403	50848
285	67604	50585
286	67881	50378
287	68124	50147
288	68368	49916
289	68598	49674
290	68837	49440
291	69087	49212
292	69329	48980
293	69553	48734
294	69795	48502
295	70114	48321
296	70315	48060
297	70530	47809
298	70755	47564
299	70987	47325
300	71230	47092
301	71480	46864
302	71685	46607
303	71894	46353
304	72136	46120
305	72380	45887
306	72624	45656
307	72853	45415
308	73081	45173
309	73328	44943
310	73559	44703
311	73793	44465
312	73988	44203
313	74233	43972
314	74431	43713
315	74677	43482
316	74891	43233
317	75138	43003
318	75371	42765
319	75600	42525
320	75817	42278
321	76052	42041
322	76299	41810
323	76534	41574
324	76760	41332
325	76990	41092
326	77200	40843
327	77452	40615
328	77665	40367
329	77858	40108
330	78096	39873
331	78343	39643
332	78573	39404
333	78797	39162
334	79036	38928
335	79308	38710
336	79547	38475
337	79787	38241
338	80025	38006
339	80278	37778
340	80535	37551
341	80775	37317
342	81015	37082
343	81250	36846
344	81494	36613
345	81691	36359
346	81896	36110
347	82130	35873
348	82382	35643
349	82581	35392
350	82791	35144
351	83022	34907
352	83262	34672
353	83493	34435
354	83722	34196
355	83932	33950
356	84160	33711
357	84401	33477
358	84647	33245
359	84918	33023
360	85157	32789
361	85393	32553
362	85607	32309
363	85814	32062
364	86074	31835
365	86311	31600
366	86516	31353
367	86749	31116
368	87001	30886
369	87237	30650
370	87489	30420
371	87735	30188
372	87953	29946
373	88195	29712
374	88433	29477
375	88644	29233
376	88849	28988
377	89088	28753
378	89327	28518
379	89571	28285
380	89842	28061
381	90077	27825
382	90340	27597
383	90574	27361
384	90811	27125
385	91040	26887
386	91265	26648
387	91493	26410
388	91732	26175
389	91968	25939
390	92201	25703
391	92429	25465
392	92660	25228
393	92892	24991
394	93117	24752
395	93417	24533
396	93650	24297
397	93883	24060
398	94109	23822
399	94354	23588
400	94574	23348
401	94809	23112
402	95023	22871
403	95267	22637
404	95501	22401
405	95698	22156
406	95926	21919
407	96129	21676
408	96350	21437
409	96580	21200
410	96818	20965
411	97025	20723
412	97251	20486
413	97465	20246
414	97697	20010
415	97915	19771
416	98125	19530
417	98358	19295
418	98582	19057
419	98796	18818
420	99000	18577
421	99221	18339
422	99455	18104
423	99687	17868
424	99915	17632
425	100121	17391
426	100311	17149
427	100523	16910
428	100754	16674
429	100963	16435
430	101197	16200
431	101399	15961
432	101625	15724
433	101868	15491
434	102104	15257
435	102336	15021
436	102573	14787
437	102790	14550
438	103032	14316
439	103269	14082
440	103506	13847
441	103726	13611
442	103945	13374
443	104172	13138
444	104366	12899
445	104571	12661
446	104777	12423
447	105015	12189
448	105335	11964
449	105571	11730
450	105804	11495
451	106022	11259
452	106257	11024
453	106459	10786
454	106691	10551
455	106931	10317
456	107161	10083
457	107407	9849
458	107642	9615
459	107870	9380
460	108109	9145
461	108327	8910
462	108605	8679
463	108843	8444
464	109074	8209
465	109272	7972
466	109512	7738
467	109709	7501
468	109931	7266
469	110171	7032
470	110402	6797
471	110603	6561
472	110834	6326
473	111075	6092
474	111308	5858
475	111530	5623
476	111732	5387
477	111939	5152
478	112150	4916
479	112366	4681
480	112617	4448
481	112824	4213
482	113081	3980
483	113291	3745
484	113521	3510
485	113756	3276
486	113973	3042
487	114181	2807
488	114401	2573
489	114645	2339
490	114844	2105
491	115090	1871
492	115293	1637
493	115499	1402
494	115712	1168
495	115910	934
496	116149	701
497	116386	467
498	116621	233
499	116858	0
